Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
642,wCH4mjkOlv,Hannah Conway,Jody,Doyle,Mooney Inc,814-645-7743,(833)552-2440x03311,mackenziemathews@moody-donovan.com,yblake@fletcher.com,https://www.swanson-ray.net/,Cold Email,Negotiation,Build exist economy factor wife.
643,ejPLTek1H0,Sabrina Walter,Willie,Zuniga,Gamble-James,001-525-222-6815x738,(397)480-2347x5745,omar70@christian-reed.com,haysroy@wright-waller.com,http://www.reese.com/,Networking Event,Re-engagement,Message professor clearly water.
644,TVub5l836e,Ronald Harvey,Ana,Eaton,"Beard, Orr and Blackburn",491-884-1482x484,+1-463-407-0105,newmanperry@kane.org,kellie07@vaughn-ayers.com,http://www.wilkinson.com/,Retargeting Ads,Closed Lost,Time fact research.
645,WMZkOs4Auz,Ray Bruce,Christopher,Mcconnell,Gallegos-Owens,203.346.2805,+1-431-891-5392,virginiavalentine@walls.info,ricky43@holden.com,http://www.mcintosh.com/,Organic Search (SEO),On Hold,It personal realize language.
646,usHtwJsxD7,Jeff Barry,Kristine,Allison,"Saunders, Le and Howard",212.511.5699x0633,001-556-530-7060x07490,wagnersonya@dennis.com,wigginschristy@nixon.com,https://snow.com/,Cold Email,Contacted,Process reflect leg hope determine.
647,eGZgTs7uz7,Russell Whitaker,Melody,H.,"Cook, Bowers and Massey",370-533-4667x195,+1-661-912-4788x6025,thorntonbryce@barnett.org,ubradford@todd.info,http://malone.com/,Website Form,Disqualified,Relationship a certainly anyone return bring outside out.
648,nOmtqthuK9,Kristina Cross,Ann,Barrett,"Stanley, Perez and Morgan",(729)490-6147x31132,001-983-596-8392x28353,ariel72@mcknight.com,villegasmarissa@ward.com,http://www.stafford.com/,Trade Show,Contacted,Imagine state mind plan begin contain smile beautiful.
649,X10cQaCdBm,Preston Bowers,Clinton,Kaiser,Watkins Ltd,001-538-360-2692x64339,+1-882-200-5297x4545,zfreeman@davis-carpenter.biz,robertosantiago@black.com,http://morrow.com/,Direct Traffic,Proposal Sent,Rate fast professor with her discuss goal success.
650,YrxXch4PfG,Devin Oconnell,Deborah,Lane,"Cooper, Kemp and Cox",001-521-668-2344x6509,(472)297-3271x503,jpoole@briggs-walton.com,dillon44@monroe.com,https://howard.com/,Purchased List,Negotiation,Buy response may law score term.
651,4OR1nJaGxz,Isaiah Luna,Daryl,H.,Khan and Sons,923.888.5821x405,001-891-484-6080x9947,mccoymartha@caldwell.com,gwendolyn73+kristopherbeard@powers-glass.com,https://turner.org/,Podcast,Disqualified,Hour language standard police.
652,ETViM6qcjd,Sara Silva,Carlos,Oliver,Lester-Hooper,001-670-481-0866x38820,(471)678-2009x46799,ogibson@bishop.info,mariacox@norton.com,https://cohen-li.net/,Facebook Ads,Contacted,Say certain more hour fine season store successful.
653,vzqPcNQLAG,Travis Medina,Claudia,Holmes,Montgomery PLC,+1-662-862-4860x559,444.507.1148x795,eileen10@beard.net,bonnie26@ochoa-snow.com,http://www.meadows-lewis.info/,Website Form,On Hold,Property respond account build individual instead series.
654,fbDN9HbXHp,Stanley Richardson,Sonya,Jefferson,Schmidt Group,752-535-4094x3090,+1-796-316-9567,ogalvan@garcia-bennett.org,leonardhicks@beck.com,https://www.mooney-bridges.info/,Cold Email,Negotiation,Discussion model every.
655,6DjpY4MAvQ,Raven Avery,Emily,Haney,"Patel, Eaton and Carroll",001-247-731-2076x673,646-447-8730,nmack@cain.com,terri88@copeland.net,http://mcguire.com/,Website Form,Disqualified,Stuff energy movement again.
656,MKytBVEWzd,Geoffrey Hanson,Russell,Riddle,Novak Group,754.651.9798,895-949-6837,genecurry@richardson.com,ashleesantiago@irwin-howard.net,https://www.cameron.com/,Trade Show,On Hold,Own doctor child five class student along.
657,5M5vGW34jA,Katrina Dalton,Carlos,Villanueva,Petersen-Mendoza,7513511890,(444)846-8878x620,ckaiser@pugh.com,molinacourtney@harper.org,https://www.bean-leblanc.net/,LinkedIn Outreach,On Hold,Mrs turn hour statement staff beautiful accept.
658,7R6gKBdEy3,Aimee Glenn,Caroline,K.,Hart-Rangel,001-260-927-9712x15849,(850)855-4902x532,jeanne43+ebaldwin@mcintyre-flynn.com,hayleyfarmer@miles-campbell.info,http://www.chandler.com/,Purchased List,Proposal Sent,Us tough road recognize.
659,YOg6Stwkmc,Brady Hamilton,Bobby,Ayala,Blackwell-Rojas,+1-583-772-7201,001-995-823-6263x9534,onealgary@parrish-lopez.info,wernerrita@powell.net,http://www.klein-hebert.com/,Social Media,On Hold,Pass measure Republican dark seem result.
660,UuWVxaLJG9,Erik Suarez,Alex,Riggs,Keith-Miranda,668.419.6114x3830,(320)219-2269x811,tmiller@soto-wallace.com,brookemcintyre@garner.com,https://www.grimes.info/,Referral,On Hold,Food right police will pass.
661,ddAnp8uaZN,Blake Hicks,Jonathan,I.,"Conley, Nicholson and Rodriguez",(785)997-1869,201.598.3970x604,mirandafrederick+vickie30@payne-barton.com,ramseyjody@jenkins-burch.net,http://garza.biz/,Cold Call,Qualified,Financial occur woman former hear little.
662,vxwIIfweQX,Dwayne Richard,Tristan,Case,"Hays, Vang and Mosley",861.685.0912x49984,001-571-577-7578,bill33@berg-keller.info,chaneyjoanne@howe.com,https://www.snyder.com/,Website Form,Disqualified,Camera sing area.
663,tnCwIjeq2N,Annette Summers,Travis,Ortega,"Steele, Mcknight and Perkins",(867)955-4419x71730,4259489701,fday@russell-duffy.com,alec68@mcknight.info,http://gomez.com/,Website Form,Closed Won,Simply investment product really.
664,jBF9iN0997,Amy Marsh,Vanessa,P.,"Collier, Reilly and Sandoval",835-907-1331x436,3227477670,christy85@maddox.org,francesrollins@nichols.org,http://www.velasquez.com/,Referral,Disqualified,Right both must democratic authority.
665,Ay2jQOip3T,Carrie Olson,Christie,Arnold,Juarez-Gibson,+1-593-889-1846,001-531-652-0633x27004,mdurham@fox-brown.com,fgentry@padilla-moody.org,https://www.acosta.biz/,Other,New Lead,Most important development throughout few whole.
666,7TSB3PEPvz,Bob Simon,Tasha,R.,"Howe, Bridges and Pearson",(886)595-6210x2501,(996)913-5375x81193,soniafischer+stantondanny@randolph.com,ronnieoconnell@mcguire.net,https://shaw-rojas.com/,Podcast,Re-engagement,Fear sport few across seem.
667,EIfPTVZhqO,Gerald Wang,Shelley,Trevino,"Valentine, Warren and Dennis",001-840-602-0412x5861,323.513.6291x40565,michael61@silva.com,gabriella60@jordan-villa.com,http://shah-martin.net/,Partner Program,Closed Lost,War method or policy the rather role price.
668,VlmpTBzpIQ,Jean Munoz,Lisa,H.,Oneill-Baldwin,843.507.7213,(927)457-2566x4927,kurtdillon@landry.com,pedro02@johnson.net,https://mclaughlin-hayes.biz/,Referral,Re-engagement,Our impact pick hand.
669,TVub5l836e,Ronald Harvey,Ana,E.,"Beard, Orr and Blackburn",+1-463-407-0105,491-884-1482x484,kellie07@vaughn-ayers.com,newmanperry@kane.org,http://www.wilkinson.com/,Retargeting Ads,Closed Lost,Time fact research.
670,OmLfID1ziV,Natasha Grimes,Annette,Norman,Jennings PLC,+1-615-225-3050,001-491-486-8349x0002,sherryguzman@gaines.info,kathryn08@sanders.com,https://www.cortez.biz/,LinkedIn Outreach,Negotiation,Rock believe away produce because pay decide.
671,CihTq1oN8k,Shawna Arroyo,Darin,Morris,Spears-Martin,408-820-2190x8383,+1-879-836-1808,levi02@decker.biz,chelseydavis@robinson.org,http://www.bender.com/,Cold Call,Proposal Sent,Red draw debate wait dark.
672,5j2f0ZAiEe,Sonia Holloway,Gloria,C.,"Richardson, Galvan and Rangel",001-396-342-0140x5907,(395)200-2252,moodygordon+molly66@mcintyre-kelly.com,isabellaglover@owens.com,https://ross.net/,Chatbot,Disqualified,Help number stop officer floor.
673,pLA6SMpVZx,Danny Fernandez,Cassie,Bray,Hill-Morales,629-661-2914,+1-968-396-8965x201,jon28@cruz-gomez.org,pittmanmaurice+taylordarius@fletcher.com,https://crawford.com/,Cold Call,Closed Won,International article hope ok grow son.
674,XEK48qruEm,Amanda Spears,Janice,Snyder,Le Inc,001-917-392-8501x943,001-608-463-8573x90464,shawnalutz@rose-mcfarland.com,jenny14+rodneygray@brown.info,https://le.biz/,Purchased List,Re-engagement,Certain market government.
675,USmupcuRWs,Rachael Barr,Jordan,Lucas,"Terry, Colon and Sherman",451-383-0659x1321,(278)371-9266x7777,novakdarren@fuentes.com,kelli25@church.com,http://blackburn.org/,Website Form,Negotiation,Order story between management popular those.
676,nIxShTRp6n,Corey Gonzales,Darius,Sheppard,Wilkins and Sons,295-693-5999x5127,8338641433,charlotte77@arellano.com,clintonsosa@murillo-chambers.org,https://www.buchanan.com/,Referral,Closed Lost,Idea carry goal blood ago.
677,4uhQi5bHXC,Carrie Mendez,Paige,Singleton,Ramirez-Sharp,207-888-2532x87761,+1-254-869-3747x92636,kelly91@cook-lara.net,clarence86@silva.org,http://castaneda.biz/,Cold Call,On Hold,Must real tonight.
678,epQfIvOAgd,Regina Moreno,Tamara,Russell,Day and Sons,888.818.9205x007,+1-344-652-7565x225,elainebradshaw@preston.com,lawrencemorgan@tapia.com,http://clay.com/,Podcast,Qualified,Six culture happen mention north goal local this.
679,G1uEWf65Fq,Sonya Sharp,Paula,Hatfield,Burns PLC,694-949-6023x340,732-999-6448,esolis@benton-spears.net,ewhitney@fletcher.biz,https://www.whitehead.org/,Other,Proposal Sent,Whatever board age investment leader first.
680,epy6kphXgG,Yvette Ortiz,Ethan,Moran,Mcintyre Inc,960-533-0141,(391)720-4557x7666,gail61@glass.net,lgeorge@ford.org,http://www.reese-vincent.com/,Website Form,Contacted,Lay manage stay group pick detail enter.
681,VVrZJ9faVZ,Jean Ortega,Jillian,Guzman,Velez-Sullivan,739-785-5763x8348,001-894-389-9873x859,lorettatapia@david.biz,tuckernoah@peck.info,https://www.weeks-marshall.info/,Purchased List,Proposal Sent,Draw story management almost wrong.
682,coEfhJ9Wu3,Vincent Burke,Dennis,Savage,"Dominguez, Cunningham and Huynh",8135029547,(692)207-0951,brendali@hogan-soto.info,desireechaney@woods.com,http://www.acevedo-donovan.com/,Content Marketing,Re-engagement,Agreement they statement necessary know.
683,RU6FvVQnK1,Elaine Huffman,Tracy,Fowler,Orozco-Dickson,369-633-5398x2188,(536)823-7505,hryan@colon-huerta.com,xwhitaker@shepherd.com,https://www.fleming.com/,Purchased List,Closed Won,Also green another spring.
684,dfCeClaaX2,Joanne Cuevas,Grace,Hinton,"Hoffman, Mack and Brewer",001-407-857-8844x034,543-401-4414x18385,lileon@mcmahon.biz,michellefry@ballard-jarvis.net,http://stark-little.com/,Google Ads,Proposal Sent,Process machine add better news thank.
685,IMWNQV7DoU,Robert Murray,Darryl,Mclaughlin,Arnold PLC,+1-591-790-1423x4424,+1-757-263-5063x193,zbrady@castro.com,kelleytanya@blevins.com,https://www.giles.com/,Retargeting Ads,Qualified,Believe produce reach person.
686,KLfyCHLUIB,Wyatt Haney,Haley,Shaffer,Carlson and Sons,+1-471-243-7477x88432,001-782-665-2881x68389,trevorchung+hahncasey@mcmahon-reid.com,faithjoyce@lozano-daniels.biz,http://price.com/,Purchased List,New Lead,Price sell five community only.
687,D4mbrgNoyW,Mariah Skinner,Brady,C.,"Whitney, Hill and Ayers",4944216534,806-347-2325,matamichael+erodgers@mack-rollins.biz,duncanelijah@stevens-osborn.com,https://www.holloway-benjamin.info/,Direct Traffic,Proposal Sent,Process president along can.
688,coqw816uvb,Shaun Silva,Shaun,Joyce,Ramirez-Case,001-572-603-2962x332,746-479-5801x1639,berghelen@patterson-wilkins.com,costamary@johnson.org,https://www.massey.com/,Podcast,Closed Lost,Government to here whatever own.
689,mFKNIEbYlT,Taylor Pratt,Kerri,Strickland,Whitney-Odom,743.664.2462x866,5755869971,carlamcdaniel@odonnell.com,aoconnell@banks.org,https://www.mcgrath.com/,Chatbot,Disqualified,Total coach sometimes television argue method let development.
690,EKca9twbGp,Perry Perry,Johnathan,V.,Mahoney Ltd,661.738.7437,852-852-8531x07694,ellen36+morancarlos@bridges-abbott.com,yukarla@avery-escobar.com,https://marquez.com/,Direct Traffic,Closed Lost,Property growth wife surface.
691,QHAT8S4wlx,Colleen Sellers,Teresa,Melton,Crane LLC,336.489.1478x886,001-414-461-2856x7834,stevehammond@kramer.com,victoria26@mcmahon-scott.com,http://gates.net/,Direct Traffic,Disqualified,Visit system fly.
692,57mOMWYJbE,Duane Velez,Ross,Franco,Robles and Sons,948.940.9287,(629)549-4541,bradporter@booker.org,chenian@long-mueller.org,https://www.young.org/,Other,Re-engagement,Her meeting able continue guess part.
693,aUvEzFR5bv,Debra Clarke,Bruce,Morrison,"Estrada, Baird and Mata",(397)409-3705x408,486-395-0593x2832,maytanner@pace-farley.net,hornjody+ethan35@ali-kramer.org,https://www.proctor-bridges.biz/,Social Media,New Lead,Mission well teach.
694,urLXxl1YMl,Alec Norris,Joan,Myers,"Paul, Serrano and Compton",657.846.5078,386-309-1690x02088,harry17@bond-greene.biz,caitlin34@mcconnell.biz,http://www.callahan-oconnor.info/,Social Media,Negotiation,A land him politics evening two grow.
695,KLIECThQwe,Troy Goodwin,Charlene,Kidd,Mack LLC,780-681-7427,459-351-5728x193,friedmanallison@davidson.com,hayden62@gross.info,http://hardy.com/,Facebook Ads,Re-engagement,Put you music party structure represent.
696,39vcoWR3xa,Jasmin Russell,Raven,Levine,"Glenn, Cochran and Huffman",298-203-2542,3214316851,nwalsh@mcdonald.com,diamonddouglas@shepard-norton.org,https://parrish.com/,Networking Event,Contacted,Teacher dog free group.
697,2HBE9iM87G,Vernon Arias,Dean,Donaldson,Hudson-Richard,001-665-478-6972x4449,+1-241-242-7038x5596,chloe83@rios-dougherty.net,portersheena@fuentes.org,https://floyd.info/,Referral,Closed Lost,Arrive remain sport simple nearly teacher wonder.
698,XEBL6X24NF,Aimee Jackson,Wayne,E.,Massey-Steele,8894381267,8245692336,jwalls+anna00@welch-chambers.com,reesedebbie@murray-branch.com,http://www.richardson-rangel.org/,Trade Show,Closed Lost,Small American carry above education.
699,knyAepRXQs,Joy Sanders,Kari,P.,Walker PLC,+1-580-978-5749x7585,(518)693-8292,margaretmeadows+richardsonmarie@sherman.org,knightkatherine@benjamin.com,http://www.carter.info/,LinkedIn Outreach,Re-engagement,Phone building discussion central.
700,8zeLRQFoUh,Leah Waters,Rebekah,Frederick,Patel LLC,001-828-836-4715x6596,440-915-2363,lauriekirby+bnorris@hebert.com,jonathon43@lowe.com,https://garrett.com/,Partner Program,Negotiation,Body require option.
701,Bcce3z3gj7,Damon Williams,Candice,Bonilla,Stephens LLC,793.897.4043,893-322-7652x350,beanhayley@wall-evans.com,colleen45@randall.com,http://www.huffman.biz/,Purchased List,Re-engagement,Today when hard he.
702,CFq7ULqH50,Jenny Arias,Autumn,W.,Wiggins-Potts,001-539-639-1964x772,2277883959,pmassey@riggs.com,drewlutz+faguilar@gonzales.info,https://nguyen.com/,Website Form,Contacted,Man improve sort will political term just.
703,Y2HzsW0BUJ,Jaime Neal,Lisa,R.,Greer Inc,+1-349-709-6725x1739,275.404.4153x4197,webercristina@schroeder-wilkins.biz,vsloan@stark.com,https://hopkins.org/,Chatbot,Negotiation,Though evidence month force wall kid best.
704,8hRE4ttqpu,Danny Peters,Vicki,Hamilton,Santiago-Costa,973.604.7701,(464)657-8286x0653,huangcollin@goodwin.com,candace98@hughes.info,https://www.nguyen.org/,Other,Closed Lost,Simple thing ball since.
705,J12jFIUypN,Kathleen Rosario,Maurice,Perkins,"Ruiz, Hatfield and Yates",+1-536-383-9093x3588,574.399.5374x10978,savannah35@dean.com,cameronrodney@rowe-newton.net,http://www.kramer-stone.com/,Purchased List,Closed Lost,Your much stand.
706,kuKQ6mqH0b,Clayton Aguirre,Aaron,Lowery,"Arellano, Morgan and Harper",869-456-2332,326-987-8916,rtyler@thornton-stark.net,sydney19@frank.com,https://figueroa.biz/,Website Form,Negotiation,Group few federal.
707,aeSWVxzp8x,Nathaniel Simpson,Dave,Parks,"Schaefer, Chavez and Mcneil",001-336-840-9188x76269,901-703-5208,charlesdaryl@doyle.info,tsexton@melendez.com,https://www.skinner.org/,LinkedIn Outreach,Negotiation,Manage he or.
708,YhKCWJcAUi,Summer Waters,Ian,Huerta,"Briggs, Larsen and Snyder",+1-303-495-3588x08924,+1-979-319-6562x7501,rollinsherbert@bryant.com,louismayo@hartman.com,https://thompson-singh.com/,LinkedIn Outreach,Closed Won,Ability produce allow do lead former special.
709,rdi49Zu3VV,Russell Barnett,Roger,Reilly,Wolfe LLC,930-200-1807,291.725.3805x59932,blang@mcneil-boone.net,wgutierrez@ramirez.info,https://www.galvan.net/,Trade Show,New Lead,Prove life play age PM increase that.
710,nDBEeZ9kkG,Paige Dodson,Jorge,S.,Vaughan-Salas,(285)758-5786,546-749-2272x124,janice60@rosales-savage.com,gabrielleestrada+curtis53@salinas-reyes.com,https://www.watts.biz/,Direct Traffic,Proposal Sent,Series cultural his on purpose.
711,9TwtUs997o,Trevor Gibbs,Gregg,Burgess,Rodriguez and Sons,742.311.3378,842.418.1561x009,hebertjackson@rocha.biz,tramos@wilkins.com,http://www.bradley.net/,Cold Email,Proposal Sent,Past than voice affect.
712,SiE13pGaz7,Tabitha Ellis,Chad,Key,Bean-Irwin,(819)991-2456,+1-255-521-7627,jay61@haley.com,robertodalton@leonard.net,https://erickson.info/,Networking Event,Proposal Sent,Third age might little movie in second.
713,Azirf6u56J,Jamie Foley,Theodore,S.,Barber LLC,+1-586-264-0586x394,666-594-1578,summersbridget@bean-pace.com,luis41@lara.org,https://castro.com/,Other,Disqualified,Factor particular talk rule staff carry again southern.
714,jE09zE7Rwk,Lorraine Harrison,Spencer,C.,Hickman and Sons,(753)729-1975x478,+1-465-730-3505x50406,karenkelly+markbonilla@camacho-foster.com,kim09@li.com,http://www.chan.com/,Content Marketing,Negotiation,Type expert edge so station wonder certain.
715,7GuFynmQiP,Laurie Ayers,Wesley,Mckee,Bruce-Francis,001-259-994-9754x17394,459.984.8435,chaneydebra@kennedy.net,pierceellen@mayer.com,https://www.vargas.info/,Chatbot,Closed Lost,Style action similar.
716,PAWFkaEI4r,Wendy Buckley,Eric,Mendoza,Lambert-Knapp,849-219-0189x795,(206)920-3251x9879,stephensveronica@burns.com,fbishop@delacruz-hatfield.net,http://le.com/,Podcast,Contacted,Anything oil but possible not small describe former.
717,7XpZjQPB3g,Francis Rich,Tasha,Nunez,Kaiser Ltd,001-391-419-9626x0735,(897)518-0156x2599,derek57@collins-michael.biz,normanobrien@tapia.com,http://www.larsen-best.com/,Referral,Closed Lost,Car course human.
718,pwFECM3ir9,Kelly Riggs,Justin,Brown,Serrano Group,5794745967,(352)396-9668x31552,rothlinda@mooney.biz,meverett@mills.com,http://www.christensen.com/,Social Media,Re-engagement,Spend fund expect wear girl again.
719,JbrXs2jJXS,Emma Avila,Lisa,Key,"Dickerson, Little and Leach",+1-629-684-4119x992,(419)459-8016,suzanneflowers@munoz.com,urussell@kaufman.biz,https://www.howard.com/,Cold Call,Closed Won,Weight now out hospital spend oil quality.
720,YTeae6j1T4,Yvonne Young,Martin,Salazar,"Martin, Jennings and Sheppard",6944524503,001-223-842-7586x3559,raywiley@randolph.biz,alishadelgado@guerra.com,http://morrow-stephenson.com/,Direct Traffic,Disqualified,Meeting eight these foreign approach.
721,a4uo3uQDip,Traci Parker,Vanessa,Erickson,Rasmussen-Arroyo,(267)638-7929,7369391284,erichodge@sawyer.com,bhouston@shah.org,http://espinoza-harding.com/,Webinars,On Hold,Accept push blood my crime significant strong.
722,nDBEeZ9kkG,Paige Dodson,Jorge,S.,Vaughan-Salas,546-749-2272x124,(285)758-5786,janice60@rosales-savage.com,gabrielleestrada@salinas-reyes.com,https://www.watts.biz/,Direct Traffic,Proposal Sent,Series cultural his on purpose.
723,9hmzkWpfoa,Shannon Mcgee,Franklin,Medina,Armstrong Group,(294)540-5764,201-477-0197x789,ichristensen@brennan-hebert.com,laurengrimes@mckinney-brandt.net,http://burch-gates.com/,Social Media,On Hold,Indeed tend season you address reach oil.
724,2exKWOGcsM,Lauren Cuevas,Sarah,Holland,Golden Group,5615176608,435-330-9049x385,katherine09@henson.com,bblankenship@greene.com,http://sharp.biz/,Cold Call,Closed Won,Between true traditional them situation must.
725,kQm5Sx7T4e,Katherine Watson,Maria,Fry,"Jimenez, Combs and Bauer",001-662-331-9575,2222878289,kstone@lowe.biz,nathanmontoya@rhodes.org,http://www.kemp.info/,Partner Program,New Lead,Research force sell close south.
726,VVrZJ9faVZ,Jean Ortega,Jillian,G.,Velez-Sullivan,001-894-389-9873x859,739-785-5763x8348,tuckernoah@peck.info,lorettatapia@david.biz,https://www.weeks-marshall.info/,Purchased List,Proposal Sent,Draw story management almost wrong.
727,SQHldcW5uU,Alice Perry,Ryan,Heath,Marquez LLC,(349)705-5360x04177,001-299-849-9802x89585,brosario@yoder.com,alfredlevy@stevens.com,http://shepherd-solis.com/,Cold Call,On Hold,Staff around affect avoid.
728,mFKNIEbYlT,Taylor Pratt,Kerri,Strickland,Whitney-Odom,5755869971,743.664.2462x866,carlamcdaniel@odonnell.com,aoconnell@banks.org,http://www.mcgrath.com/,Chatbot,Disqualified,Those bring eight no.
729,0oWnqOic7n,Anne Daniel,Marissa,S.,Weiss-Rivas,6649613796,+1-209-454-7158x69184,kentbradshaw@porter.org,rpeters@robinson.biz,http://boyle.com/,Retargeting Ads,Closed Won,Enough enter stage can.
730,BU0wE81A9K,Jerry Farmer,Devin,Bright,Mckee Group,476-473-7423,(726)279-3721x64023,alicia59@jackson-fowler.info,fwilkinson@stone.com,http://www.le.com/,Website Form,Proposal Sent,Contain again significant arm candidate decide.
731,5B51jzTMhU,Don Richmond,Chad,Mcintosh,Levine Inc,001-667-266-8097x687,(385)229-9479,lorettawilson@gilbert.com,kristinasanders@yoder.com,http://www.shaw.com/,Cold Email,Qualified,Model these citizen onto statement.
732,mbfqKevvs5,Ashlee Lucero,Gene,Gregory,Bird-Stevenson,858-953-5139,+1-369-336-1353x4271,devon03@nolan.net,sgarner@jennings.com,http://www.perkins.com/,Chatbot,Closed Lost,Property bill computer know right threat.
733,nwFy310eND,Karen Case,Elaine,Espinoza,Fry-Davies,+1-425-273-2546x700,(428)659-9109,wmclaughlin@mcmahon.net,joel42@mays-andrade.com,https://www.estes.com/,Direct Traffic,Closed Lost,Source quality coach decide.
734,oduSUa2WQq,Shari Dougherty,Hayden,Delacruz,Acosta-Oconnor,788.522.4634,6515602664,jackson75@snyder.com,theresagarrison@hopkins-hardy.biz,https://lee.com/,Content Marketing,New Lead,Nice recent individual special medical somebody join.
735,JPX9N8VrN0,Sydney Haynes,Norman,Holmes,Ballard-Woods,(838)205-8724,+1-916-310-4160x706,walterdonald+ryan46@tanner.com,ibarnett@andrews-beasley.com,http://kline.com/,Google Ads,Negotiation,Beyond upon prove.
736,zs588nBdOG,Hunter Melton,Alyssa,H.,Murray Inc,001-708-512-5455,524-523-8892x549,christyewing@nixon-oconnor.info,mackenzie66@mcneil-cisneros.com,https://rowe-montes.com/,Partner Program,New Lead,Future effect direction protect.
737,HbiGDCGC4P,Dean Blanchard,Makayla,Lang,"Hunter, Bush and Benjamin",(635)542-4460x251,546.648.9854x76192,isaaccaldwell@everett-knight.com,jaderodriguez@cowan.com,http://griffith-walton.org/,Podcast,Disqualified,This yeah product whole.
738,ouMUi6zZa0,Sergio Rowland,Derrick,Singh,Clay-Giles,+1-845-725-3717x544,922.493.8273x3892,qchan@gilmore-best.net,vhumphrey@sims-branch.com,https://erickson.net/,Webinars,Contacted,Candidate official source employee north tough huge fill.
739,GFV2XKdWIb,Ian Burton,Deanna,Hogan,Ibarra LLC,534-773-9298x34397,001-318-541-8780,trevor19@ray.biz,joycemora@shaffer-sellers.com,https://morrison-wells.com/,Google Ads,Closed Won,Friend model its top old word.
740,VsQV883Jkl,Dale Krause,Terri,Dillon,Austin-Cervantes,(409)545-0720,560-520-0461x0160,trevorreese@flores.com,tina50@le-singleton.org,https://choi.com/,Trade Show,On Hold,Training nothing become.
741,i5oFbhDLRZ,Earl Coffey,Bailey,Mccarty,Watson PLC,610-718-6149x63948,340.381.8271,randynovak@elliott.com,tristanrichards@fernandez.com,https://melton.info/,Other,New Lead,Fast stop artist sit whom religious.
742,orBQO5j17F,Arthur Lawrence,Kendra,Mata,Juarez LLC,(482)275-7406,+1-248-729-8816x69704,onealzoe@kerr.com,nday@fry.org,http://www.spence-lynch.com/,Content Marketing,Re-engagement,Should church every animal.
743,zYPOVgtIPs,Raymond Bass,Riley,Krause,Esparza Ltd,409.645.9430,691.350.1239x1439,jduke@anthony.net,landrykatrina@castillo.com,https://dunlap.org/,Referral,Re-engagement,Suddenly arm fill somebody better professional point.
744,F0zuLsq2cJ,Kristopher Henson,Manuel,Frederick,Shaw-Santana,(720)856-4971x8599,001-246-320-0169,brittanyhouse@gaines.net,brayleslie@young-sharp.org,http://www.morrison-chavez.biz/,Facebook Ads,Negotiation,Source pull reduce at food receive.
745,l1C35IOOsv,Jacqueline Barr,Alexis,A.,Webb-Jensen,836-989-1934x5160,5703675979,djimenez@morrison.com,penamichele@mathews.com,http://vazquez-jackson.com/,Referral,Disqualified,Happy song three religious.
746,IYr8LKILGG,Suzanne Patel,Kevin,S.,Wang-Morton,578.898.4101,887-333-6311,arroyosarah@calderon-madden.net,montgomerykatrina@barrett.com,http://www.nunez-hill.net/,Other,Disqualified,Parent option budget interesting two economic possible.
747,1WGdJpIYQH,Steven Sweeney,Ariel,P.,"Combs, Novak and Duffy",290-988-2361,891-227-8985,eddie29+carlyhoffman@flowers.com,srocha@davidson-nielsen.com,http://hardy.com/,Networking Event,Closed Won,Himself for half require response myself.
748,Fd3opc2I8K,Melanie Doyle,Gloria,Herman,Silva Inc,001-289-807-0736x50542,303-593-2745,jefferyfox@green-key.com,andrea35@hatfield-noble.org,http://www.novak.com/,Facebook Ads,Contacted,Great policy shoulder director could anything north road.
749,3TNesiwiJ0,Latasha Kaufman,Jeremy,Tyler,Shaffer Group,283-330-2948x87710,(687)230-0339x7444,ingramraven@lamb.com,ruben35@bautista.com,http://newton.biz/,Webinars,Qualified,Image interview yard former.
750,KZOsbj2Y62,Bryce Wolf,Caitlin,Hawkins,Ingram-Hess,+1-625-446-3922x8753,580-343-0289x11246,stevenfischer@townsend.com,janice20@bean.com,http://cantrell-zhang.biz/,Content Marketing,On Hold,This too serve at arm act pressure.
751,LNXGsygl3v,Jack Noble,Monica,Banks,"Blevins, Gillespie and Peters",(717)844-4253x961,473-520-7816,adrianamcclain@english-richmond.biz,asolomon@jacobson.com,http://www.franklin.com/,Retargeting Ads,Re-engagement,Magazine cause discover measure style eat key.
752,B3hQ3EJsTM,Jeffery Wheeler,Catherine,H.,Coleman-Gates,001-294-662-1620x148,+1-659-222-8598x7722,wyattsherri@dyer-waters.org,santhony+coneill@rose.com,http://www.johns.com/,Social Media,On Hold,Statement face even research firm TV claim prepare.
753,rqNaHtFghf,Jermaine Levine,Angelica,Moses,Parsons Inc,541-910-3103x896,415.976.9231x53953,dawnzamora@mack.net,ann57@zuniga.com,http://www.dougherty.com/,Purchased List,Closed Lost,Professional deep still poor.
754,tVP0nvlw6W,Sheryl Barry,Tracey,Skinner,"Nelson, Buck and Melton",(590)816-2297x0928,001-268-389-6607x486,greergabriela@johnson.com,avaughan@donaldson.com,https://www.arnold.net/,Google Ads,New Lead,Week teacher often we.
755,GdW81xFlVL,Calvin Grimes,Jonathon,Brewer,Skinner-Benjamin,976.925.7527,(930)273-1139x295,carly91@escobar.com,sydneybaldwin@townsend-little.com,http://page-leonard.biz/,Networking Event,New Lead,Outside beautiful down always year.
